partNumber , punctuatedPartNumber , partStatusDescription , partDescription , unitOfMeasure , brandName , supplierNumber , specialInstructions , baseDealerPrice , yourDealerPrice , baseRetailPrice , originalRetailPrice , partImage , productId , productName , productImage , bullet1 , bullet2 , bullet3 , bullet4 , bullet5 , bullet6 , bullet7 , bullet8 , bullet9 , bullet10 , bullet11 , bullet12 , bullet13 , bullet14 , bullet15 , bullet16 , bullet17 , bullet18 , bullet19 , bullet20 , bullet21 , bullet22 , bullet23 , bullet24
10111058 , 1011-1058 , STANDARD , Air Filter Mikuni 36-38 , Kit , K & N , RC-0850 ,  , 56.6 , 56.6 , 86.95 , 86.95 , http://asset.lemansnet.com/z/L0UvMC8zL0UwMzZEMjE3LTEwQ0YtNDlFRi1CMzk5LTIyNDlENTQ3MkJEOA== , 955427410 , Custom Air Cleaner Assembly — Open/Round , http://asset.lemansnet.com/z/L0UvQy85L0VDOTkyQjhGLTQxNjQtNDg4OS1CRThFLTUzQ0E3ODZBOTZERQ== , Designed to fit Harley-Davidson motorcycles equipped with various carburetors , These air cleaners mount directly to the carburetor flange , Increase horsepower with proper carburetor calibration , Made in the U.S.A. , Some are not legal for sale or use on any pollution controlled motor vehicle. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
HA0011 , HA-0011 , CLOSEOUT , Air Filter VTR1000 , Each , K & N , HA-0011 ,  , 95.8 , 95.8 , 172.95 , 172.95 , http://asset.lemansnet.com/z/LzkvQi84LzlCOEVGMTJBLTg4MjAtNDQ4Ri1CQUEyLUREM0YzOTM0REExMg== , 1449624521 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
KA7589 , KA-7589 , CLOSEOUT , Air Filter ZX-7 (89-90) , Each , K & N , KA-7589 ,  , 21.7 , 21.7 , 69.95 , 71.95 , http://asset.lemansnet.com/z/LzIvNS9CLzI1QkU4REQ3LURBMjctNEZDMy1CRUY2LTdFMDE0M0JERTEzMQ== , 1449624521 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110333 , 1011-0333 , STANDARD , Air Filter Aprilia , Each , K & N , AL-1004 ,  , 53.9 , 53.9 , 81.95 , 81.95 , http://asset.lemansnet.com/z/L0EvRC84L0FEODI3QkE3LTE2QTAtNDQyOC04NzIxLUE0MUQ4MjQ0RTdFQw== , 924303069 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110532 , 1011-0532 , STANDARD , Air Filter XL , Each , K & N , HD-8834 ,  , 62 , 62 , 94.95 , 94.95 , http://asset.lemansnet.com/z/L0IvMS9GL0IxRkMxQjRBLTBCOTktNDE1Qy05NThBLTU3OTFDQTk5QUExOA== , 1173107730 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110548 , 1011-0548 , STANDARD , Air Filter Kawasaki VN1600 , Each , K & N , KA-1603 ,  , 59.5 , 59.5 , 90.95 , 90.95 , http://asset.lemansnet.com/z/LzAvNC9ELzA0RDQ3REJCLTEyRUYtNEZBMC05MEYyLThEMkNBM0M3M0VDRQ== , 361598972 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110551 , 1011-0551 , STANDARD , Air Filter Arctic Cat , Each , K & N , AC-6504 ,  , 50 , 50 , 75.95 , 75.95 , http://asset.lemansnet.com/z/LzUvRS8wLzVFMEM1MUFDLUFERDAtNDIzQy1BNjdELUE3OUYxRjdFN0RGRg== , 1372065181 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110655 , 1011-0655 , STANDARD , Air Filter Yamaha XV1700 , Each , K & N , YA-1704 ,  , 57 , 57 , 86.95 , 86.95 , http://asset.lemansnet.com/z/LzUvRC81LzVENUY5NDJCLTI5QkQtNEFDMy1CRjE1LUREQUVDMzY1MDg1Mw== , 1381776066 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10110890 , 1011-0890 , STANDARD , Air Filter Triumph , Each , K & N , TB-1005 ,  , 48.1 , 48.1 , 72.95 , 72.95 , http://asset.lemansnet.com/z/LzIvQy85LzJDOTkxOThELTVERDUtNDEwQi05MTI5LTc0QzcxMzU0MzM4NQ== , 1753878378 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111343 , 1011-1343 , STANDARD , Air Filter YFM700F Grizzly , Each , K & N , YA-7007 ,  , 57.4 , 57.4 , 87.95 , 87.95 , http://asset.lemansnet.com/z/LzIvQi84LzJCODJDNDY0LUU1NTYtNDAyMS04OEYyLUE4MTU2MjI3MTA3RA== , 1315078456 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111441 , 1011-1441 , STANDARD , Air Filter GSX1300BK , Each , K & N , SU-1348 ,  , 70.3 , 70.3 , 107.95 , 107.95 , http://asset.lemansnet.com/z/LzkvQy80LzlDNEUwNDA4LTQwRTMtNEMyNS1CQTJDLTBFNjlGOEM1QkExOA== , 444990133 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111450 , 1011-1450 , STANDARD , Air Filter ZX10R Ninja , Each , K & N , KA-1008 ,  , 51 , 51 , 77.95 , 77.95 , http://asset.lemansnet.com/z/LzUvOC9FLzU4RUIwNUQyLTYyMDgtNDU1RC05MkFELTIyQTA2NzM2RjhBMw== , 2103770251 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111480 , 1011-1480 , STANDARD , Air Filter YXR700 Rhino , Each , K & N , YA-7008 ,  , 63.5 , 63.5 , 96.95 , 96.95 , http://asset.lemansnet.com/z/L0EvQy84L0FDODk0RDA3LTBGRjUtNDM4RS1BNEFDLUQzODUxMDM0M0YyMA== , 1371348965 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111627 , 1011-1627 , STANDARD , Air Filter GSXS750 , Each , K & N , SU-6006 ,  , 50.5 , 50.5 , 76.95 , 76.95 , http://asset.lemansnet.com/z/LzMvMS85LzMxOTFCNjdBLUIwM0QtNENERC1CMzAyLTFFNDJEMTlCNEQwQg== , 960122291 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111735 , 1011-1735 , STANDARD , Air Filter KTM690 SMC , Each , K & N , KT-6908 ,  , 56 , 56 , 85.95 , 85.95 , http://asset.lemansnet.com/z/LzIvQS9BLzJBQTkyQjZDLUVCNzMtNDRCQy04RDAxLTFGMEVEM0Q1MDQ5Nw== , 369298688 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111865 , 1011-1865 , STANDARD , Air Filter GSXR1000 , Each , K & N , SU-1009 ,  , 61.5 , 61.5 , 93.95 , 93.95 , http://asset.lemansnet.com/z/LzcvMC9BLzcwQUNDNzRBLUIzQjYtNEZDNS05MDJFLTYyNkQ3QkZDNzE2QQ== , 1900114168 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111908 , 1011-1908 , STANDARD , Air Filter ZX6R , Each , K & N , KA-6009 ,  , 55.5 , 55.5 , 84.95 , 84.95 , http://asset.lemansnet.com/z/LzcvMi84LzcyOENBMzU5LTkyMDAtNDUxNy1BNTU2LTRBNThFREM3NTIwNg== , 495942072 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10111997 , 1011-1997 , STANDARD , Air Filter Can-Am Spyder RS , Each , K & N , CM-9908 ,  , 46.3 , 46.3 , 70.95 , 70.95 , http://asset.lemansnet.com/z/LzcvRC8yLzdEMkQyODZCLUExRDMtNEE3MS04Q0Y5LTkxRUM5OEUyOTAyQw== , 1275222881 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112045 , 1011-2045 , STANDARD , Air Filter Yamaha VMX1700 , Each , K & N , YA-1709 ,  , 49.8 , 49.8 , 75.95 , 75.95 , http://asset.lemansnet.com/z/L0MvMy9BL0MzQTBCRkMxLTBGMTAtNDREQi1BODlDLUM4NjJDNEU1QUQyQQ== , 688798065 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112283 , 1011-2283 , STANDARD , Air Filter BMW S1000RR , Each , K & N , BM-1010 ,  , 56.6 , 56.6 , 86.95 , 86.95 , http://asset.lemansnet.com/z/LzYvMC8wLzYwMEQ2NjlGLUE4OTYtNDQ0OC05QUM0LUQwN0EzRjYxMUY0Mg== , 584309043 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112291 , 1011-2291 , STANDARD , Air Filter Kawasaki VN900 , Each , K & N , KA-9006 ,  , 47 , 47 , 71.95 , 71.95 , http://asset.lemansnet.com/z/LzkvRS84LzlFODRFNEIyLTBBQkYtNDQ2OC04QzRGLTUwODRGREM3NDg2NQ== , 2052820548 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112306 , 1011-2306 , STANDARD , Air Filter Victory , Each , K & N , PL-1608 ,  , 49.8 , 49.8 , 75.95 , 75.95 , http://asset.lemansnet.com/z/LzQvMC9GLzQwRjRENjgwLTdBNUYtNEEwQy05NTE2LTc5ODlGNEFBNDc1Rg== , 1672680200 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112327 , 1011-2327 , STANDARD , Air Filter Honda VFR1200 , Each , K & N , HA-1110 ,  , 52.8 , 52.8 , 80.95 , 80.95 , http://asset.lemansnet.com/z/L0QvRi83L0RGNzQzMTJDLUExQTMtNDkyQS1CMkI4LTgwMDdCRDA1MkQwNA== , 576630981 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112469 , 1011-2469 , STANDARD , Air Filter CB1000R , Each , K & N , HA-1009 ,  , 58.3 , 58.3 , 88.95 , 88.95 , http://asset.lemansnet.com/z/LzAvRC83LzBENzQ0RjQyLUNGN0YtNDEwOS04OEZFLThCMUJEREI4RDUxNA== , 1149500865 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112474 , 1011-2474 , STANDARD , Air Filter Honda VT1300 , Each , K & N , HA-1310 ,  , 53.2 , 53.2 , 80.95 , 80.95 , http://asset.lemansnet.com/z/L0IvMS9BL0IxQTJENTE0LUY0NzEtNDU4RC1BQkVELTIxQzE5Q0U4QjM1NQ== , 1922544951 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112487 , 1011-2487 , STANDARD , Air Filter Yamaha XT1200Z , Each , K & N , YA-1210 ,  , 50.8 , 50.8 , 77.95 , 77.95 , http://asset.lemansnet.com/z/L0UvQS9EL0VBRDhCMkY5LUZFRUYtNDFDQy04OThCLUFFQTZCRERGMzkyQQ== , 344712105 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112527 , 1011-2527 , STANDARD , Air Filter Honda CHF50 , Each , K & N , HA-0502 ,  , 31.6 , 31.6 , 47.95 , 47.95 , http://asset.lemansnet.com/z/LzEvRC9ELzFERENFMDIzLTk1MDEtNDU4Qy05RjdGLTZCNUMxOTEzMDRDNw== , 435724533 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112528 , 1011-2528 , STANDARD , Air Filter GSXR6/750 , Each , K & N , SU-7511 ,  , 55 , 55 , 83.95 , 83.95 , http://asset.lemansnet.com/z/LzkvRC8zLzlEMzYxREZGLUExRkQtNDkxOC05RjM2LTVBNTc2RTg2NDNFMw== , 1999695907 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112531 , 1011-2531 , STANDARD , Air Filter Moto Guzzi , Each , K & N , CG-9002 ,  , 48 , 48 , 72.95 , 72.95 , http://asset.lemansnet.com/z/L0MvQy85L0NDOTRCNkQ1LTdDNjEtNEI4RS04MTU3LUNGRDQ3MjFBQ0JGNw== , 64886637 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112621 , 1011-2621 , STANDARD , Air Filter Can-Am Commander , Each , K & N , CM-8011 ,  , 58.3 , 58.3 , 88.95 , 88.95 , http://asset.lemansnet.com/z/LzAvMC9ELzAwRDQ0QUNGLTRGNDEtNEI2OC1CODU3LTlGMzI5QjAwQTQwQQ== , 354621007 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112684 , 1011-2684 , STANDARD , Air Filter RZR XP 900 , Each , K & N , PL-9011 ,  , 55.9 , 55.9 , 85.95 , 85.95 , http://asset.lemansnet.com/z/LzkvMC8xLzkwMUQ4NDk5LUE0MzMtNENDNC04RDlDLUU1OTYwNDI1NTI2Mw== , 789577803 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112760 , 1011-2760 , STANDARD , Air Filter ZX10R Ninja , Each , K & N , KA-1011 ,  , 43.5 , 43.5 , 65.95 , 65.95 , http://asset.lemansnet.com/z/LzAvQy80LzBDNEMwNzg1LTdDRTMtNDVBQS05QTcyLUVGM0ZGODFDNkQyNA== , 430038329 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112764 , 1011-2764 , STANDARD , Air Filter Race ZX10R , Each , K & N , KA-1011R ,  , 53.5 , 53.5 , 81.95 , 81.95 , http://asset.lemansnet.com/z/LzQvNS9FLzQ1RTM2MjNELTU2OEUtNEE1MS05MDEyLTgzQjcxOUEzQThDNw== , 515428267 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112786 , 1011-2786 , STANDARD , Air Filter Can-Am Spyder RT , Each , K & N , CM-9910 ,  , 36.8 , 36.8 , 55.95 , 55.95 , http://asset.lemansnet.com/z/LzgvNi9GLzg2RjdFMUM3LTdGQTktNDE3OS1BMDUwLTg5RkE3MDU4NkQ3Rg== , 1463904185 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
10112794 , 1011-2794 , STANDARD , Air Filter Kawasaki Ninja 1000 , Each , K & N , KA-1111 ,  , 43.5 , 43.5 , 65.95 , 65.95 , http://asset.lemansnet.com/z/LzgvOS9GLzg5RkE4OUVBLTA4MzEtNEM5Ni1BMzIzLTNBRjVFOEQ3ODI3MA== , 920332546 , High-Flow Air Filter , http://asset.lemansnet.com/z/L0IvQi80L0JCNDdCMjc3LTUxNTEtNDgxNi1BN0M3LTFDNEM5NTlGRDJCOA== , Fits directly into OEM airbox with application specific Sealing Bead to ensure a precise fit , Fuel-management modifications are not required for increased performance , Pleated media provides a large filtration area offering long service intervals , Designed to provide increased performance , Made in the U.S.A. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
